X Coordinate (km),Y Coordinate (km),Measured Depth (m),Deviation (deg),Abandoned (True/False),Surface-Casing Weight (kg/m),Production-Casing Size (mm),Cumulative GAS Prod. (e3m3),Month Well Spudded,Classification,Emission Rate (m3/day)
418.0,305.0,1585.7,,False,35.7,139.7,32683.5,0.0,Non Serious,45.234950150112454
66.5,956.8,1413.4,27.882788661830322,True,35.7,139.7,32683.6,370.0,Serious,54.77335180031832
505.3,307.0,734.0,9.785884660507516,False,,114.3,32683.5,0.0,Non Serious,49.00708395435083
317.6,463.0,873.2,27.021139260784075,True,,114.3,32683.6,416.0,Serious,51.52195743215704
556.9,171.0,690.1,,False,,114.3,,0.0,Non Serious,28.304422840308877
332.1,574.2,2622.3,39.160785281416565,True,48.1,,32683.7,776.0,Serious,51.75237505886589
611.3,517.0,3478.5,33.345908144478635,True,,114.3,32683.7,596.0,Serious,64.09530685774286
384.8,230.3,959.4,,True,41.6,139.7,32683.5,0.0,Non Serious,42.62003347274625
584.8,522.1,501.0,,False,53.6,177.8,,0.0,Non Serious,34.770582073882586
589.7,594.7,1042.7,12.350738270762847,False,48.1,177.8,32683.5,0.0,Non Serious,40.771704088587576
297.1,403.7,607.0,,True,,139.7,32683.3,0.0,Non Serious,44.88280411918194
596.6,598.9,301.2,,True,48.1,177.8,32683.3,0.0,Non Serious,41.093810846112106
207.8,589.8,1295.0,,True,,139.7,32683.5,0.0,Serious,57.71014969355204
448.1,259.1,,,False,,139.7,32683.5,0.0,Non Serious,49.57302470637607
599.1,540.9,705.1,,False,48.1,177.8,32683.5,0.0,Non Serious,42.05517306228995
579.4,720.8,,,True,96.7,,32683.5,0.0,Non Serious,46.86700265121739
607.3,544.3,1036.3,12.94268734267408,False,48.1,177.8,32683.5,0.0,Non Serious,38.425396161452184
162.3,655.2,782.4,,True,53.6,,32683.5,264.0,Non Serious,43.78153911669467
604.4,483.0,,,True,53.6,177.8,32683.3,103.0,Non Serious,49.579689685802826
547.7,93.6,1528.7,,True,,203.2,32683.7,0.0,Serious,60.770191764875264
592.8,610.7,2518.1,,True,48.1,177.8,32683.6,0.0,Serious,65.41440403254647
612.6,622.5,,,True,48.7,177.8,32683.6,0.0,Serious,50.08488248970523
523.4,374.7,822.0,,True,35.7,139.7,32683.5,299.0,Non Serious,47.476362644292294
622.3,521.8,,,True,53.6,177.8,,0.0,Serious,57.19301550487178
634.1,473.0,,6.519128226387805,True,48.1,177.8,32683.5,0.0,Serious,54.84902345044638
358.4,675.5,1124.2,,False,35.7,,,115.0,Non Serious,40.94439486494875
584.7,95.7,655.0,,False,25.3,114.3,32683.5,149.5,Non Serious,25.228493444119362
529.1,141.6,,,True,35.7,139.7,,0.0,Non Serious,37.53096172411319
375.7,384.9,2057.1,72.28524345808263,True,35.7,,32683.7,778.8,Serious,59.33934083879555
637.5,524.4,771.2,,False,48.1,177.8,,168.0,Non Serious,48.05919902398642
548.4,305.4,,,False,35.7,139.7,,237.2,Non Serious,39.144781855832285
390.7,488.9,,12.754495370011641,False,35.7,139.7,32683.5,0.0,Serious,51.21790411040928
597.5,525.3,,,False,48.1,177.8,32683.5,0.0,Non Serious,38.12984260042562
519.7,191.4,1773.5,,True,29.8,114.3,32683.6,416.0,Serious,55.085731582019605
454.4,342.6,591.6,,True,,,32683.5,0.0,Non Serious,42.371717971429945
194.1,603.9,,,True,,114.3,32683.6,0.0,Serious,50.330403336996966
604.0,522.3,2205.3,31.686846664981076,True,,177.8,32683.7,0.0,Serious,61.890370083861505
360.9,385.3,1224.7,,False,,114.3,32683.3,0.0,Non Serious,45.41240108458149
541.7,355.4,3201.4,39.71498297087497,True,25.3,114.3,32683.6,569.9,Serious,54.35473635236413
496.0,87.7,1530.0,,True,35.7,139.7,32683.5,0.0,Non Serious,44.382731969395046
579.3,610.0,607.0,,True,48.1,177.8,,203.0,Non Serious,43.54085933487407
77.4,770.6,,43.68086449119188,True,35.7,139.7,32683.6,0.0,Serious,52.32092845813002
475.4,128.1,391.7,,True,35.7,139.7,,0.0,Non Serious,36.97121887518314
474.3,494.8,2240.0,0.7123502914052058,True,,114.3,32683.5,0.0,Serious,53.26195001909427
445.2,859.9,3473.7,35.04285305156682,True,,177.8,32683.6,828.9,Serious,53.17066343063048
542.5,148.3,,45.44720408401752,True,35.7,139.7,32683.6,0.0,Serious,57.54969808198769
525.0,269.3,1512.7,29.621960809279273,True,35.7,139.7,32683.5,0.0,Serious,55.36004367619988
591.2,597.9,,,False,25.3,177.8,,0.0,Non Serious,46.37694445284985
522.7,218.4,,,True,35.7,139.7,32683.5,216.0,Non Serious,41.91247317980821
307.3,370.7,1822.5,,True,,139.7,32683.5,211.0,Non Serious,49.67197014884976
376.4,300.4,1275.0,39.63316377566803,True,25.3,114.3,32683.6,0.0,Serious,51.35654727126238
64.1,747.2,4288.5,45.372041727521996,True,35.7,139.7,32683.6,827.9,Serious,63.81945004118788
596.3,595.2,1516.2,,False,53.6,177.8,32683.5,236.0,Non Serious,36.814182520745454
530.4,473.4,693.0,,False,25.3,114.3,,84.0,Non Serious,40.847207904629755
614.4,485.5,,,False,,,,0.0,Non Serious,43.25028794156922
134.6,774.2,513.1,,False,53.6,139.7,,135.8,Non Serious,49.49431478031735
339.8,357.9,715.0,,False,,139.7,32683.6,382.9,Serious,62.72586105069696
605.2,512.6,509.7,,True,,177.8,,335.0,Serious,74.16828890183893
378.9,273.2,403.0,,True,13.7,139.7,32683.3,0.0,Non Serious,44.324887109442976
66.2,957.8,3157.6,51.58919105190267,True,53.6,177.8,32683.7,619.0,Serious,58.52912428915244
186.9,517.4,1125.0,22.26266660668118,True,53.6,114.3,32683.6,441.7,Serious,60.61853162486037
301.8,472.8,,11.658421026747154,True,,139.7,32683.5,0.0,Serious,61.06139394595616
600.8,539.6,1472.8,,True,48.1,177.8,,174.6,Non Serious,49.60186622828641
582.6,615.9,,,False,48.1,177.8,,0.0,Non Serious,49.32904942965829
522.3,97.1,822.3,,False,35.7,139.7,32683.6,0.0,Non Serious,49.56021029140425
455.2,435.2,,,True,,114.3,,0.0,Non Serious,43.8429832175199
46.3,823.2,2915.5,65.62368456965018,True,35.7,139.7,32683.7,814.2,Serious,65.7815756874691
591.0,521.3,2729.1,30.283001572549946,False,53.6,177.8,32683.5,339.2,Serious,59.05884869812144
539.6,150.1,477.7,,False,35.7,114.3,,283.0,Non Serious,36.54529405658605
601.8,456.2,1166.8,,True,,139.7,32683.5,490.0,Serious,51.76719459795858
461.7,529.9,1909.6,,True,48.1,,32683.6,759.2,Serious,70.8237510897192
499.0,83.8,569.5,,True,35.7,114.3,32683.5,174.7,Non Serious,31.671919037155835
139.2,707.6,675.2,,True,53.6,139.7,32683.5,0.0,Non Serious,29.28240717584956
525.8,167.7,2244.1,38.268891804245534,True,,114.3,32683.5,521.5,Serious,50.37037855269092
589.7,527.8,,12.259087206239975,True,60.3,177.8,32683.5,0.0,Serious,54.958007544779264
343.3,574.0,1699.8,45.240035816024665,True,35.7,114.3,32683.6,583.1,Serious,57.65027250293972
567.3,223.7,2665.6,,True,25.3,114.3,32683.6,654.3,Serious,50.06256342845712
596.2,593.8,1390.0,40.777980230824056,True,53.6,177.8,32683.5,665.0,Serious,54.57774862173029
600.8,575.0,1456.8,45.094560564921835,True,25.3,114.3,32683.7,785.9,Serious,50.31959057687206
444.1,293.2,1905.4,,True,,114.3,32683.6,256.0,Non Serious,39.353778264196094
373.7,567.7,2572.3,75.84827055493456,True,35.7,139.7,32683.7,0.0,Serious,53.88770488287902
592.6,541.5,2951.7,45.196410669390815,True,53.6,177.8,32683.6,0.0,Serious,55.929869148406716
355.0,886.8,472.0,45.36607608579677,True,48.1,,32683.5,535.3,Serious,50.97391553475414
609.8,585.9,3309.4,37.66518491558399,True,,177.8,32683.6,0.0,Serious,54.72832037182239
593.7,596.0,1083.0,,True,48.1,177.8,32683.5,0.0,Serious,55.44109037209307
558.4,410.3,,41.228409688504506,False,,114.3,32683.6,327.8,Serious,59.549336068931105
102.2,988.5,646.7,,False,35.7,114.3,32683.5,390.9,Serious,52.329676401373675
589.7,594.7,538.8,,False,48.1,177.8,32683.3,172.5,Non Serious,49.22518604380461
372.6,381.6,2506.5,44.1084547425216,True,35.7,139.7,32683.6,0.0,Serious,54.11006185197609
589.7,518.8,3427.6,45.05520043443893,True,48.1,177.8,32683.6,432.9,Serious,58.784184896021955
495.4,139.0,2296.3,29.674545622591225,True,35.7,139.7,32683.5,748.9,Serious,63.550654305932525
588.5,595.8,,25.735404025969963,True,48.1,177.8,32683.6,0.0,Serious,55.27208637471922
521.4,255.1,591.5,,False,35.7,114.3,,0.0,Non Serious,24.879035904869916
459.5,353.4,1545.0,16.779201309230746,False,,139.7,32683.6,599.2,Serious,54.32343220406361
635.9,544.2,,,True,81.1,219.1,32683.5,0.0,Serious,54.080833053947124
404.9,617.4,571.0,,True,25.3,114.3,32683.5,0.0,Serious,76.78945758783833
598.4,539.6,1290.0,53.010308517207434,True,48.1,177.8,32683.6,0.0,Serious,65.40481515869314
548.1,131.9,1995.6,,True,35.7,139.7,32683.5,596.0,Serious,61.51198491986497
568.8,456.8,1945.1,,False,35.7,139.7,32683.5,0.0,Serious,57.942302769380525
518.8,397.8,2210.0,10.316688636927037,True,35.7,139.7,32683.6,0.0,Serious,69.04510203869776
540.1,240.3,3680.5,45.56395699275652,True,35.7,114.3,32683.5,739.0,Serious,59.83176553068629
294.6,348.7,2311.6,45.05614338621485,True,,114.3,32683.5,0.0,Serious,55.1773962128797
518.1,170.7,,,True,,101.6,32683.6,0.0,Serious,53.101061372368555
628.3,589.9,,,False,48.1,177.8,,0.0,Non Serious,47.32975749415883
571.2,597.4,742.2,,True,53.6,177.8,32683.5,206.1,Non Serious,28.6248280778415
315.3,378.4,4366.2,11.888285479390488,True,,114.3,32683.6,0.0,Serious,53.81456174255317
644.7,251.3,565.5,,False,35.7,114.3,,0.0,Non Serious,41.97008912884959
532.8,288.2,676.9,,False,,139.7,,203.0,Non Serious,39.767606571173275
298.7,583.0,,,True,35.7,139.7,32683.6,0.0,Serious,53.07699352270272
514.5,521.8,1449.3,,True,35.7,139.7,32683.5,0.0,Non Serious,43.610677041669824
342.4,534.9,4006.2,42.28399323850866,True,35.7,139.7,32683.6,851.2,Serious,63.11229487056989
611.8,356.9,,,True,35.7,139.7,32683.6,0.0,Serious,62.1435806305727
522.8,567.3,3061.0,45.195314391493255,True,25.3,114.3,32683.7,517.1,Serious,56.149018873914
574.1,235.8,734.0,0.8731604436212185,True,25.3,114.3,32683.5,0.0,Serious,52.88715565303788
45.8,702.8,1481.3,,False,,139.7,32683.3,0.0,Non Serious,44.16785113739228
585.0,535.6,,10.713962003063253,True,48.1,177.8,32683.7,0.0,Serious,50.807935830855726
592.6,525.9,1955.0,,False,60.3,177.8,32683.5,0.0,Non Serious,34.061335906418535
534.4,391.8,,15.69019179907617,True,,177.8,32683.5,0.0,Serious,55.42413704303657
30.5,700.4,1117.8,,False,35.7,139.7,32683.6,0.0,Non Serious,48.044053433463624
153.2,558.0,1033.7,,True,53.6,139.7,32683.5,0.0,Serious,52.3899300064596
500.2,118.1,1579.3,,True,35.7,139.7,32683.5,0.0,Serious,68.09259706954964
604.3,530.6,2336.8,26.33793339110127,True,48.1,,32683.6,0.0,Serious,52.4001056102262
122.0,620.8,484.1,,True,53.6,139.7,,0.0,Non Serious,39.164552680560995
549.6,327.5,,41.15933125199103,True,,114.3,32683.6,0.0,Serious,57.19562923911239
526.9,381.5,2598.9,40.320458898693964,True,35.7,139.7,32683.6,0.0,Serious,54.709786624077076
593.5,529.4,646.1,,False,,,32683.5,0.0,Non Serious,45.16832901921971
531.5,186.5,,,True,35.7,114.3,,0.0,Non Serious,49.70199993445847
606.2,558.9,461.8,,False,53.6,177.8,,0.0,Non Serious,40.172178578431456
405.8,274.7,,73.82823997839668,True,35.7,114.3,32683.7,0.0,Serious,57.03487941892615
223.1,418.2,3298.0,51.946360027231854,True,,177.8,32683.6,491.8,Serious,50.93391519099214
590.6,595.5,515.0,,True,48.1,177.8,32683.6,246.0,Non Serious,46.59996077084434
252.4,493.5,2097.3,,True,35.7,139.5,32683.5,140.3,Non Serious,43.02716068884978
66.4,724.6,532.0,,True,,139.7,,0.0,Serious,57.483275859002376
610.7,419.2,,,True,53.6,177.8,,0.0,Non Serious,46.018641564995356
553.8,440.9,,,True,35.7,139.7,32683.6,280.3,Non Serious,35.04146927886805
585.1,604.4,1110.0,,True,48.1,177.8,32683.5,514.2,Serious,61.4766647168629
379.5,297.6,1390.1,,True,35.7,114.3,32683.6,387.8,Serious,56.37950453409421
528.1,387.6,,,False,35.7,139.7,,0.0,Non Serious,47.9348060549559
607.5,591.9,754.5,,True,48.1,177.8,32683.5,348.8,Serious,52.05342187116924
309.8,841.1,,,False,48.1,177.8,,0.0,Non Serious,28.252262288220898
538.3,549.3,1922.0,,False,25.3,114.3,32683.5,504.3,Serious,51.202452781199455
488.6,426.7,1609.4,64.27327643296911,True,,139.7,32683.6,0.0,Serious,57.99786339168552
254.4,461.1,4232.4,57.42070456868505,True,53.6,177.8,32683.6,780.6,Serious,55.30804948664595
598.7,512.3,676.0,,False,53.6,177.8,32683.5,205.3,Non Serious,46.335777415022285
276.8,530.1,473.5,,True,,139.7,,124.0,Non Serious,49.710378490152614
342.3,412.9,1252.4,,True,35.7,139.7,32683.6,0.0,Serious,57.488753982583916
513.8,434.9,2598.2,9.273309846232538,False,,114.3,32683.6,843.0,Serious,50.506939194789666
498.2,126.4,,,False,35.7,139.7,32683.3,0.0,Non Serious,47.595968207373716
440.5,125.5,628.5,,True,,139.7,32683.5,0.0,Non Serious,44.281260124559424
539.3,204.3,1305.4,41.59143559667224,True,,114.3,32683.6,0.0,Serious,53.27178250351633
122.8,1105.3,476.4,,True,53.6,,,0.0,Non Serious,41.27870342584135
626.3,370.4,3387.0,71.01099432824141,False,35.7,139.7,32683.5,0.0,Non Serious,38.39330921500209
68.2,967.1,2265.6,13.641989467588,True,53.5,177.8,32683.6,619.4,Serious,58.547035954953174
591.1,539.5,,,False,48.1,177.8,,0.0,Non Serious,43.68282592278625
513.6,505.9,,5.972641045779149,True,35.7,114.3,32683.6,0.0,Serious,50.439503117503776
317.5,857.6,805.3,,False,35.7,139.7,32683.5,118.0,Non Serious,41.13764143071952
482.3,214.1,,,False,29.8,114.3,32683.6,0.0,Non Serious,34.881033317293166
574.6,615.7,,,True,48.1,177.8,,0.0,Serious,54.33073192697868
645.2,445.3,476.5,,True,53.6,177.8,32683.5,0.0,Serious,60.35726012697981
349.3,373.8,,,True,35.7,139.7,32683.3,0.0,Non Serious,43.226692611837876
329.2,465.6,1740.3,9.280556335902698,False,,114.3,32683.6,284.0,Non Serious,35.94365226631913
642.6,380.6,592.0,,False,35.7,139.7,32683.5,0.0,Serious,50.26095530614646
615.3,491.3,2547.6,60.00868608215167,True,,177.8,32683.6,619.8,Serious,50.37360764409901
542.2,546.9,1965.4,10.293414279562683,True,25.3,114.3,32683.6,0.0,Serious,58.48385414444356
608.3,112.9,1410.4,21.298250170131226,True,35.7,139.7,32683.5,416.0,Serious,68.04560097639583
515.4,116.8,,72.39504705411639,True,35.7,139.7,32683.7,0.0,Serious,53.69159160055367
301.7,420.2,,,False,,139.7,,0.0,Non Serious,43.68009355222913
408.9,755.8,,,True,53.6,177.8,,0.0,Non Serious,48.99671047865106
512.8,170.9,1176.9,9.797278527066716,True,25.3,114.3,32683.5,0.0,Non Serious,38.837323002801156
608.5,38.0,1146.8,,True,35.7,139.7,32683.6,0.0,Serious,55.91845530763415
173.9,535.3,2046.7,12.351841361277263,True,48.1,177.8,32683.6,0.0,Serious,59.102900453942034
40.5,677.4,747.0,,True,35.7,139.7,32683.5,189.0,Non Serious,25.076377483643387
211.0,730.6,,15.164920272619991,True,35.7,139.7,32683.6,0.0,Serious,55.559375711289945
627.3,539.6,2598.1,,True,48.1,177.8,32683.7,0.0,Serious,50.790107923722466
205.8,497.2,,14.975472866911847,False,35.7,114.3,32683.5,0.0,Non Serious,48.39185027217537
70.1,575.7,,,False,81.1,244.5,32683.5,246.0,Non Serious,36.64009134811587
420.9,295.4,1944.9,9.58330272194056,True,,114.3,32683.5,376.9,Serious,50.1561379959698
640.4,542.1,5340.9,44.06028546007724,True,48.1,177.8,32683.7,738.4,Serious,55.625657320892856
627.8,402.4,595.7,,False,35.7,139.7,32683.5,0.0,Non Serious,48.881576382891396
419.6,397.3,591.3,,True,,139.7,,180.0,Non Serious,27.197998934164602
596.6,506.5,2502.7,14.072289109342321,True,,,32683.6,795.6,Serious,53.81359014604428
267.5,626.7,,34.32990491032515,True,35.7,139.7,32683.5,0.0,Serious,50.01920176587652
608.7,512.1,685.8,11.055291949487877,True,48.1,177.8,32683.5,262.3,Non Serious,40.22441959922075
522.7,563.7,1235.8,,False,25.3,114.3,,0.0,Non Serious,45.9189904060174
616.0,457.3,1640.9,48.466427463861095,True,53.6,177.8,32683.6,550.8,Serious,72.98725925864755
590.7,516.6,1850.0,41.22502267973519,True,25.3,,32683.6,0.0,Non Serious,40.105236000499815
352.0,363.9,2369.4,30.27033403286495,True,53.6,139.7,32683.6,445.0,Serious,62.40235154859836
325.6,259.4,3014.8,33.17004427772555,False,35.7,139.7,32683.6,627.0,Serious,63.877212432108834
633.5,524.5,2127.9,19.370297473073876,True,48.1,177.8,,435.4,Serious,52.8642717483292
476.6,383.0,913.7,45.3336868965368,True,35.7,114.3,32683.5,789.4,Serious,59.481460854137985
632.4,582.3,1846.2,,True,48.1,114.3,32683.5,336.9,Serious,50.16037471856998
612.8,431.2,520.0,,True,,114.3,32683.5,0.0,Serious,51.60630909454278
373.6,856.2,,21.213188701371248,True,81.1,139.7,32683.5,0.0,Serious,67.09050082271708
289.7,412.1,204.9,,True,53.6,177.8,32683.3,108.0,Non Serious,37.04737361308183
423.3,641.8,718.4,,False,25.3,114.3,,0.0,Serious,57.55252403516322
314.5,458.7,989.5,,True,,139.7,,0.0,Non Serious,46.96713831350046
524.5,380.2,786.2,19.348186740041534,True,35.7,139.7,32683.6,650.7,Serious,50.933401362496156
70.2,753.2,1747.8,,True,35.7,139.7,32683.5,418.0,Serious,52.133380532521635
163.4,516.0,,16.91538657500392,True,53.6,114.3,32683.5,0.0,Serious,56.83437347662547
496.6,126.4,1519.8,40.98331136118552,True,35.7,,32683.5,514.1,Serious,52.298201095277896
639.1,460.6,3857.8,9.318761589077141,True,62.5,,32683.6,0.0,Serious,50.85962409840033
502.4,170.6,,,False,35.7,139.7,,0.0,Serious,69.22584690353457
89.6,1071.9,637.9,,True,53.6,139.7,32683.6,0.0,Non Serious,44.19885220446386
590.0,509.2,,,True,48.1,177.8,32683.5,212.0,Non Serious,41.20800513966276
274.8,600.3,1741.0,,True,,177.8,32683.5,353.9,Serious,68.98947044426066
518.2,40.8,539.1,,True,35.7,139.7,,54.0,Non Serious,41.51671163746885
441.4,233.9,2146.7,41.32046691485838,True,,114.3,32683.5,0.0,Serious,51.98173821483609
361.1,435.5,1621.2,,True,35.7,139.7,32683.6,535.5,Serious,65.4265757444314
72.7,1090.5,2182.0,,True,53.6,,32683.5,654.2,Serious,59.743790452996734
601.4,596.0,1354.4,13.296520068474798,True,53.6,177.8,32683.5,375.3,Serious,56.28149543359701
634.6,366.9,894.0,8.162439373407622,True,35.7,139.7,32683.7,403.0,Serious,58.239980679667056
637.5,524.5,,21.353766109745557,True,48.1,177.8,32683.5,0.0,Serious,62.57309881391423
182.3,775.6,2002.5,4.163510306587778,True,,139.7,32683.5,0.0,Serious,69.55000196261477
609.4,528.1,2569.3,,True,,177.8,32683.6,660.8,Serious,65.1933036620914
274.2,594.9,3384.2,42.89045845602058,True,35.7,139.7,32683.7,731.4,Serious,61.68094620876267
540.8,145.3,870.0,,False,35.7,,32683.6,0.0,Non Serious,43.64736923774476
342.3,330.1,,,True,35.7,139.1,32683.5,0.0,Non Serious,45.93155585094979
472.9,431.8,2790.1,23.83626259525496,True,25.3,114.3,32683.6,843.0,Serious,60.490569078720945
610.5,529.2,1647.5,,True,35.7,139.7,32683.5,396.0,Serious,56.456900130422476
457.4,344.3,622.5,,True,35.7,114.3,32683.6,403.0,Serious,63.74312692481583
529.9,166.2,1560.3,50.07615195216472,True,,114.3,32683.7,0.0,Serious,58.9550788245947
328.0,375.7,1428.0,,True,35.7,139.7,32683.5,338.3,Serious,53.643632431069086
572.9,391.9,473.2,,True,25.3,114.3,32683.5,0.0,Non Serious,47.30595637952454
631.9,517.3,,,True,35.7,139.7,32683.7,0.0,Serious,67.67346724720365
578.8,721.5,754.2,19.442225154319296,True,96.7,,32683.5,536.0,Serious,50.26862489389495
595.2,515.7,1146.5,,False,48.0,177.8,32683.5,300.0,Non Serious,46.06583903722874
606.0,519.3,,45.98503356542302,True,48.1,177.8,32683.6,0.0,Serious,64.17708484669522
106.9,1176.9,1480.2,,True,,139.7,32683.5,474.0,Serious,64.63088072738356
332.5,506.1,599.2,,False,35.7,139.7,32683.5,0.0,Non Serious,49.773692432210574
427.7,436.3,973.0,,False,48.1,,32683.5,778.1,Serious,55.67508348817172
627.3,525.7,870.0,,False,53.6,177.8,32683.5,261.0,Non Serious,43.19767724375959
47.9,777.5,848.0,,True,53.6,139.7,32683.5,0.0,Serious,61.500044713096216
22.6,708.8,649.3,,True,35.7,114.3,,486.0,Serious,58.63559158527799
561.6,449.1,1330.4,,False,35.7,139.7,32683.6,0.0,Non Serious,36.16618908199343
592.7,409.4,,44.270637630258506,True,25.3,114.3,32683.5,0.0,Serious,56.58057089982063
349.2,179.1,1080.3,,False,,177.8,,0.0,Non Serious,31.06871602635454
100.9,1075.0,1045.0,31.19969899619161,True,53.6,177.8,32683.5,317.0,Non Serious,42.659997470469676
197.4,542.6,400.6,,False,,,32683.3,0.0,Non Serious,42.276834063200106
570.5,320.4,1032.0,44.07761953740276,True,35.7,139.7,32683.5,519.0,Serious,66.98871927577328
603.6,601.7,1492.8,,False,48.1,177.8,32683.5,316.0,Non Serious,32.44133844526948
529.5,394.8,2841.4,33.75723912194913,False,35.7,139.7,32683.6,568.7,Serious,52.79594113062949
608.4,110.7,2791.1,45.00818189226783,False,35.7,139.7,32683.5,298.0,Non Serious,43.81268412534004
608.6,419.9,690.0,,False,48.7,177.8,32683.3,0.0,Non Serious,48.39612299137152
342.9,387.7,966.0,,False,35.7,139.7,32683.6,0.0,Serious,53.164760500235275
427.4,239.9,1593.2,,True,35.7,139.7,32683.5,0.0,Non Serious,44.96500053526694
551.3,98.3,1363.3,38.11662401314682,False,35.7,139.7,32683.5,466.0,Serious,61.85603637668293
368.8,285.9,532.0,,False,59.5,177.8,,103.2,Non Serious,49.67007373241151
605.7,522.7,710.1,,True,53.6,177.8,,135.6,Non Serious,45.63464999352844
324.7,396.1,2875.8,,True,35.7,139.7,32683.7,0.0,Serious,59.95202459172421
500.5,125.5,2177.1,75.64579976087703,True,35.7,139.7,32683.6,0.0,Serious,51.53287989425468
611.4,448.5,1930.2,,True,48.7,177.8,32683.5,0.0,Serious,65.86151560049791
85.6,1066.7,162.2,,False,,177.8,32683.3,0.0,Non Serious,47.56316075689829
609.0,525.1,1327.0,,True,48.1,177.8,32683.5,0.0,Non Serious,49.71642489830202
575.9,602.8,,,True,48.1,177.8,32683.5,94.5,Non Serious,36.22462307053094
588.5,909.7,,5.4850569691874655,True,34.3,114.3,,0.0,Non Serious,40.36943265898179
117.2,792.8,,45.98668177958014,True,,139.7,32683.7,0.0,Serious,51.481672334581
617.6,621.3,,25.9923423897188,True,60.0,177.8,32683.6,0.0,Serious,62.72279645306941
577.7,455.2,1325.9,,True,35.7,139.7,,0.0,Non Serious,49.43818398801016
348.4,396.5,734.6,,True,35.7,139.7,32683.5,270.9,Non Serious,44.5286271703326
639.4,460.1,,,False,,177.8,,0.0,Non Serious,46.91445482302318
485.9,335.6,,45.362426818714304,True,35.7,114.3,32683.5,0.0,Serious,57.4431049326122
595.2,536.5,599.6,,False,35.7,139.7,,253.9,Non Serious,49.529502759261604
533.9,220.4,4165.3,43.22495091037727,True,,177.8,32683.6,0.0,Serious,54.45571351868104
140.1,619.8,1550.3,,False,,139.7,32683.5,0.0,Serious,57.28280071520712
317.9,977.0,1625.0,17.67718696425044,True,,,32683.6,574.3,Serious,61.382981952354996
146.9,921.2,3228.0,45.19394797373514,True,25.3,114.3,32683.6,854.2,Serious,56.685749497604974
597.8,508.2,,41.143230850879064,True,53.6,177.8,32683.7,0.0,Serious,64.78764049076119
281.9,586.4,1355.0,20.185297914160472,True,35.7,114.3,32683.5,0.0,Serious,65.1252442270269
235.9,489.1,,37.68108191513747,True,41.6,139.7,32683.6,930.0,Serious,52.673575721125076
637.8,459.8,,33.63324246402616,True,62.5,,32683.7,0.0,Serious,59.32512882611
213.1,569.6,1209.3,,True,35.7,114.3,32683.5,177.0,Non Serious,41.93464139295807
383.8,235.0,1014.5,,True,53.6,177.8,32683.6,0.0,Serious,56.48045404962386
528.6,218.5,497.9,,False,35.7,114.3,32683.5,0.0,Non Serious,42.91728371906248
35.4,724.0,,1.463977782995293,False,53.6,,32683.6,0.0,Non Serious,46.07624287338827
319.6,236.4,753.8,2.1721483962381845,True,,177.8,32683.6,0.0,Serious,53.41034427014048
583.2,721.0,646.2,,False,97.6,,,155.0,Non Serious,45.81253736632175
509.1,147.6,1407.9,41.3129886876995,True,29.8,114.3,32683.6,0.0,Serious,55.32290391304658
138.8,510.9,1104.9,,True,,,32683.7,0.0,Serious,54.24978094328882
55.9,780.0,950.9,,True,35.7,139.7,32683.5,0.0,Non Serious,48.68298845871237
588.3,597.9,2058.6,23.6507618791287,True,48.1,177.8,32683.6,485.7,Serious,70.47852389771522
584.6,522.3,,,False,53.6,177.8,32683.3,0.0,Non Serious,42.63196814001146
403.7,522.6,4064.3,34.55998978346359,True,,177.8,32683.6,0.0,Serious,67.98562530984782
88.1,1027.6,400.9,,True,25.3,114.3,,219.0,Non Serious,46.799587155745975
234.0,501.3,,,True,53.6,139.7,,0.0,Serious,55.79202503841015
431.7,390.3,1314.5,,True,35.7,139.7,,397.6,Serious,57.624541481363266
372.2,376.1,2063.3,72.36453163484751,True,35.7,139.7,32683.6,596.0,Serious,56.60342371825899
533.3,91.0,697.0,,True,,139.7,,0.0,Serious,50.10212881540036
399.4,442.8,,,False,35.7,114.3,32683.5,0.0,Non Serious,37.249583273102274
514.7,589.3,764.5,13.329172708261751,True,,114.3,32683.5,393.6,Serious,50.11497771265562
460.1,223.2,,,True,,139.7,,0.0,Non Serious,21.842302274078254
601.5,540.4,689.0,,False,48.1,177.8,,0.0,Non Serious,38.32080730115852
492.7,87.8,,,False,35.7,139.7,32683.5,0.0,Non Serious,18.46524149509157
243.4,460.1,670.0,,False,35.7,139.7,32683.5,0.0,Serious,64.58321228930188
400.1,585.5,,21.08797517451637,True,25.3,114.3,32683.5,0.0,Non Serious,45.09293727989461
643.1,455.2,,,False,35.7,139.7,32683.5,0.0,Non Serious,47.43738449349183
620.5,529.4,709.0,,True,48.1,177.8,32683.5,0.0,Serious,65.82285590016575
21.4,762.2,602.8,,True,35.7,139.7,,195.0,Non Serious,44.25761652058541
509.8,375.7,586.8,,True,35.7,139.7,,211.0,Non Serious,47.18793698672295
427.9,387.4,,,False,35.7,139.7,,173.5,Non Serious,39.46818325886851
496.2,150.1,,,False,25.3,114.3,32683.5,212.9,Non Serious,11.750512181779335
601.6,542.1,607.0,,True,48.1,177.8,32683.5,328.6,Serious,55.95003513462713
615.7,587.0,3981.8,45.367633103886455,True,48.1,177.8,32683.7,748.7,Serious,78.84378119799959
482.8,248.6,1743.1,45.73723828259878,True,,114.3,32683.7,0.0,Serious,51.015763004613596
